CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
12491.0,39,1,424.40000000000003,3,1,2,At Risk
12492.0,64,2,227.21,3,2,1,At Risk
12493.0,166,2,379.74,2,2,2,At Risk
12494.0,16,7,1084.1000000000001,4,5,4,Loyal Customers
12497.0,82,1,690.6,2,1,3,At Risk
12498.0,22,3,349.70000000000005,4,3,2,Potential Loyalists
12500.0,50,9,2098.54,3,5,5,Loyal Customers
12501.0,338,1,2025.39,1,1,5,Lost
12502.0,96,5,2995.87,2,4,5,At Risk
12504.0,19,2,428.04999999999995,4,2,2,At Risk
12506.0,233,1,73.5,1,1,1,Lost
12507.0,135,3,434.41,2,3,2,At Risk
12508.0,27,2,397.88,4,2,2,At Risk
12509.0,286,1,158.5,1,1,1,Lost
12510.0,143,2,814.5699999999999,2,2,3,At Risk
12512.0,67,2,132.18,3,2,1,At Risk
12513.0,113,1,558.29,2,1,3,At Risk
12514.0,268,1,1017.68,1,1,4,Lost
12515.0,355,1,278.7,1,1,2,Lost
12516.0,78,2,1082.38,2,2,4,At Risk
12517.0,29,4,2301.6,4,4,5,Loyal Customers
12518.0,1,5,1840.89,5,4,4,Loyal Customers
12519.0,64,1,276.84,3,1,2,At Risk
12520.0,80,5,2346.2599999999998,2,4,5,At Risk
12521.0,143,1,545.68,2,1,3,At Risk
12522.0,40,2,152.72,3,2,1,At Risk
12523.0,20,11,1699.77,4,5,4,Loyal Customers
12524.0,10,8,3608.84,5,5,5,Champions
12526.0,1,3,1172.66,5,3,4,Potential Loyalists
12527.0,82,3,330.71000000000004,2,3,2,At Risk
12528.0,10,6,1645.48,5,5,4,Champions
12530.0,60,4,1500.28,3,4,4,Loyal Customers
12531.0,15,1,125.22,4,1,1,At Risk
12532.0,31,1,313.83000000000004,4,1,2,At Risk
12534.0,131,1,981.18,2,1,4,At Risk
12535.0,92,2,716.35,2,2,3,At Risk
12536.0,60,1,4279.71,3,1,5,At Risk
12538.0,30,1,363.95,4,1,2,At Risk
12539.0,23,4,5568.35,4,4,5,Loyal Customers
12540.0,20,17,11580.24,4,5,5,Loyal Customers
12541.0,30,3,841.18,4,3,3,Potential Loyalists
12544.0,37,1,316.7,3,1,2,At Risk
12545.0,76,2,832.39,2,2,3,At Risk
12546.0,47,2,1021.5,3,2,4,At Risk
12547.0,198,2,151.79999999999998,1,2,1,At Risk
12548.0,167,1,67.19999999999999,2,1,1,At Risk
12550.0,80,1,824.83,2,1,3,At Risk
12551.0,359,1,168.0,1,1,1,Lost
12552.0,40,1,317.82,3,1,2,At Risk
12553.0,9,10,3278.28,5,5,5,Champions
12556.0,51,2,599.56,3,2,3,At Risk
12557.0,17,4,1631.3400000000001,4,4,4,Loyal Customers
12558.0,8,1,269.96,5,1,2,Recent Customers
12559.0,312,2,525.71,1,2,3,At Risk
12560.0,6,2,1918.01,5,2,5,Potential Loyalists
12561.0,304,1,238.85,1,1,2,Lost
12562.0,9,7,3385.7400000000002,5,5,5,Champions
12564.0,262,1,402.9,1,1,2,Lost
12565.0,290,1,145.92,1,1,1,Lost
12566.0,87,1,297.65,2,1,2,At Risk
12567.0,23,10,8609.28,4,5,5,Loyal Customers
12569.0,3,32,3152.69,5,5,5,Champions
12571.0,40,2,519.61,3,2,3,At Risk
12572.0,9,2,912.42,5,2,4,Potential Loyalists
12573.0,228,1,160.54000000000002,1,1,1,Lost
12574.0,317,1,182.45000000000002,1,1,1,Lost
12576.0,36,5,1315.83,3,4,4,Loyal Customers
12577.0,36,3,622.65,3,3,3,At Risk
12578.0,22,2,2402.51,4,2,5,Potential Loyalists
12579.0,79,1,386.42,2,1,2,At Risk
12580.0,247,1,379.7,1,1,2,Lost
12581.0,40,1,179.71,3,1,1,At Risk
12582.0,239,2,351.36,1,2,2,At Risk
12583.0,3,15,6413.78,5,5,5,Champions
12584.0,4,9,2254.15,5,5,5,Champions
12585.0,235,2,1685.86,1,2,4,At Risk
12586.0,18,1,196.94000000000003,4,1,1,At Risk
12587.0,8,1,104.0,5,1,1,Recent Customers
12588.0,40,1,174.89999999999998,3,1,1,At Risk
12589.0,29,2,574.68,4,2,3,Potential Loyalists
12590.0,212,1,7206.26,1,1,5,Lost
12591.0,319,1,368.85,1,1,2,Lost
12592.0,93,2,401.6,2,2,2,At Risk
12593.0,109,3,382.09999999999997,2,3,2,At Risk
12594.0,38,9,3208.2200000000003,3,5,5,Loyal Customers
12596.0,52,2,450.27,3,2,2,At Risk
12597.0,20,4,3195.22,4,4,5,Loyal Customers
12598.0,10,7,2807.08,5,5,5,Champions
12599.0,30,7,888.58,4,5,4,Loyal Customers
12600.0,29,10,2311.04,4,5,5,Loyal Customers
12601.0,190,5,487.06,1,4,3,At Risk
12602.0,59,1,153.12,3,1,1,At Risk
12603.0,22,1,613.1999999999999,4,1,3,Potential Loyalists
12604.0,80,2,236.18,2,2,2,At Risk
12607.0,61,1,1579.51,3,1,4,At Risk
12609.0,79,3,964.85,2,3,4,At Risk
12610.0,23,4,1747.54,4,4,4,Loyal Customers
12611.0,53,1,1049.32,3,1,4,At Risk
12612.0,75,1,668.0400000000001,2,1,3,At Risk
12613.0,58,4,3092.38,3,4,5,Loyal Customers
12614.0,278,1,315.6,1,1,2,Lost
12615.0,3,4,2093.19,5,4,5,Loyal Customers
12616.0,96,2,641.3,2,2,3,At Risk
12617.0,30,1,352.98,4,1,2,At Risk
12618.0,22,1,137.31,4,1,1,At Risk
12619.0,17,8,1802.48,4,5,4,Loyal Customers
12620.0,15,3,1303.41,4,3,4,Potential Loyalists
12621.0,2,19,10843.87,5,5,5,Champions
12622.0,233,1,162.1,1,1,1,Lost
12623.0,277,1,269.1,1,1,2,Lost
12624.0,107,2,569.13,2,2,3,At Risk
12625.0,212,2,2413.82,1,2,5,At Risk
12626.0,24,9,5954.48,4,5,5,Loyal Customers
12627.0,11,6,4070.53,5,5,5,Champions
12628.0,5,3,732.46,5,3,3,Potential Loyalists
12630.0,10,2,1030.88,5,2,4,Potential Loyalists
12631.0,58,1,480.5,3,1,3,At Risk
12633.0,59,4,1717.98,3,4,4,Loyal Customers
12635.0,90,2,1505.18,2,2,4,At Risk
12637.0,68,8,5804.9,3,5,5,Loyal Customers
12638.0,34,1,511.69,3,1,3,At Risk
12639.0,239,1,366.1,1,1,2,Lost
12640.0,24,3,994.58,4,3,4,Potential Loyalists
12641.0,116,1,145.9,2,1,1,At Risk
12642.0,26,3,905.26,4,3,4,Potential Loyalists
12643.0,129,5,1524.6000000000001,2,4,4,At Risk
12644.0,130,1,477.91,2,1,3,At Risk
12645.0,34,4,1631.18,3,4,4,Loyal Customers
12646.0,5,2,1346.97,5,2,4,Potential Loyalists
12647.0,23,12,3146.82,4,5,5,Loyal Customers
12648.0,155,1,300.05,2,1,2,At Risk
12649.0,108,3,560.87,2,3,3,At Risk
12650.0,4,1,242.44000000000003,5,1,2,Recent Customers
12651.0,336,1,114.0,1,1,1,Lost
12652.0,333,1,793.98,1,1,3,Lost
12653.0,149,2,2209.85,2,2,5,At Risk
12654.0,11,5,529.98,5,4,3,Loyal Customers
12656.0,18,5,3364.17,4,4,5,Loyal Customers
12657.0,12,4,1217.18,5,4,4,Loyal Customers
12658.0,19,1,632.05,4,1,3,Potential Loyalists
12659.0,30,1,73.68,4,1,1,At Risk
12660.0,12,1,227.1,5,1,1,Recent Customers
12662.0,1,11,3543.78,5,5,5,Champions
12664.0,9,9,4391.88,5,5,5,Champions
12665.0,326,1,45.0,1,1,1,Lost
12667.0,59,1,460.13,3,1,3,At Risk
12668.0,12,4,3177.15,5,4,5,Loyal Customers
12669.0,151,2,1427.73,2,2,4,At Risk
12670.0,11,5,2744.05,5,4,5,Loyal Customers
12672.0,331,1,225.89999999999998,1,1,1,Lost
12673.0,6,2,574.52,5,2,3,Potential Loyalists
12674.0,39,4,1844.6,3,4,4,Loyal Customers
12676.0,25,6,1091.39,4,5,4,Loyal Customers
12678.0,43,9,10477.66,3,5,5,Loyal Customers
12679.0,59,4,951.02,3,4,4,Loyal Customers
12680.0,1,4,790.81,5,4,3,Loyal Customers
12681.0,15,22,12150.74,4,5,5,Loyal Customers
12682.0,4,30,10418.38,5,5,5,Champions
12683.0,5,14,7400.57,5,5,5,Champions
12684.0,8,6,1951.59,5,5,5,Champions
12685.0,29,6,2575.08,4,5,5,Loyal Customers
12686.0,373,1,71.14,1,1,1,Lost
12688.0,114,1,4729.8099999999995,2,1,5,At Risk
12689.0,26,2,1139.61,4,2,4,Potential Loyalists
12690.0,206,1,335.01,1,1,2,Lost
12691.0,29,5,927.8,4,4,4,Loyal Customers
12693.0,128,4,711.91,2,4,3,At Risk
12694.0,71,2,761.67,3,2,3,At Risk
12695.0,8,4,582.1,5,4,3,Loyal Customers
12697.0,29,3,757.59,4,3,3,Potential Loyalists
12700.0,8,4,4525.99,5,4,5,Loyal Customers
12701.0,80,2,725.71,2,2,3,At Risk
12702.0,20,1,201.0,4,1,1,At Risk
12703.0,72,1,265.55,2,1,2,At Risk
12704.0,8,8,1740.84,5,5,4,Champions
12705.0,16,8,6382.29,4,5,5,Loyal Customers
12707.0,293,1,603.42,1,1,3,Lost
12708.0,30,10,2442.91,4,5,5,Loyal Customers
12709.0,16,15,9400.52,4,5,5,Loyal Customers
12710.0,97,3,1023.02,2,3,4,At Risk
12712.0,29,13,3928.13,4,5,5,Loyal Customers
12713.0,1,1,794.55,5,1,3,Potential Loyalists
12714.0,10,5,4294.86,5,4,5,Loyal Customers
12715.0,107,1,263.36,2,1,2,At Risk
12716.0,4,2,963.49,5,2,4,Potential Loyalists
12717.0,152,2,830.98,2,2,3,At Risk
12718.0,72,1,202.25,2,1,1,At Risk
12719.0,6,2,572.95,5,2,3,Potential Loyalists
12720.0,3,25,4965.97,5,5,5,Champions
12721.0,32,6,2386.13,4,5,5,Loyal Customers
12722.0,86,4,979.63,2,4,4,At Risk
12723.0,4,5,707.07,5,4,3,Loyal Customers
12724.0,6,4,923.41,5,4,4,Loyal Customers
12725.0,373,1,371.8,1,1,2,Lost
12726.0,29,7,2374.62,4,5,5,Loyal Customers
12727.0,11,7,3440.7,5,5,5,Champions
12728.0,72,4,728.33,2,4,3,At Risk
12729.0,114,1,417.01,2,1,2,At Risk
12731.0,24,12,16098.85,4,5,5,Loyal Customers
12732.0,180,1,218.26000000000002,1,1,1,Lost
12733.0,235,1,383.95,1,1,2,Lost
12734.0,354,1,110.39999999999999,1,1,1,Lost
12735.0,317,2,689.5699999999999,1,2,3,At Risk
12736.0,334,1,93.6,1,1,1,Lost
12738.0,374,1,137.35,1,1,1,Lost
12739.0,100,1,975.54,2,1,4,At Risk
12740.0,64,1,427.6,3,1,2,At Risk
12743.0,135,2,540.13,2,2,3,At Risk
12744.0,57,4,8745.99,3,4,5,Loyal Customers
12747.0,3,11,4196.01,5,5,5,Champions
12748.0,1,205,28897.72,5,5,5,Champions
12749.0,4,5,4040.88,5,4,5,Loyal Customers
12750.0,129,1,275.88,2,1,2,At Risk
12752.0,82,1,4187.78,2,1,5,At Risk
12753.0,23,6,18192.87,4,5,5,Loyal Customers
12754.0,236,3,427.38,1,3,2,At Risk
12755.0,281,1,17.549999999999997,1,1,1,Lost
12756.0,87,1,112.07999999999998,2,1,1,At Risk
12757.0,16,9,4176.75,4,5,5,Loyal Customers
12758.0,117,2,2791.59,2,2,5,At Risk
12759.0,53,3,1411.44,3,3,4,At Risk
12762.0,8,2,1443.32,5,2,4,Potential Loyalists
12763.0,139,2,494.08,2,2,3,At Risk
12764.0,318,1,1693.88,1,1,4,Lost
12766.0,4,7,6457.63,5,5,5,Champions
12769.0,239,1,1143.6,1,1,4,Lost
12770.0,211,1,1351.45,1,1,4,Lost
12772.0,60,1,752.47,3,1,3,At Risk
12775.0,18,5,1281.04,4,4,4,Loyal Customers
12778.0,20,6,670.55,4,5,3,Loyal Customers
12779.0,38,8,3981.36,3,5,5,Loyal Customers
12781.0,64,2,786.74,3,2,3,At Risk
12782.0,5,5,1938.92,5,4,5,Loyal Customers
12783.0,3,4,1295.87,5,4,4,Loyal Customers
12784.0,16,1,476.82,4,1,3,Potential Loyalists
12785.0,366,1,255.95,1,1,2,Lost
12787.0,10,3,418.66,5,3,2,Potential Loyalists
12789.0,66,1,76.85,3,1,1,At Risk
12790.0,193,1,294.92,1,1,2,Lost
12791.0,375,1,177.60000000000002,1,1,1,Lost
12792.0,257,1,344.53999999999996,1,1,2,Lost
12793.0,336,2,461.48,1,2,3,At Risk
12794.0,54,2,860.41,3,2,3,At Risk
12795.0,19,1,318.48,4,1,2,At Risk
12797.0,367,1,226.03,1,1,1,Lost
12798.0,171,1,69.12,2,1,1,At Risk
12802.0,187,1,397.58,1,1,2,Lost
12808.0,37,3,455.65000000000003,3,3,3,At Risk
12809.0,178,1,405.31,2,1,2,At Risk
12811.0,262,2,458.85,1,2,3,At Risk
12812.0,45,1,229.64000000000001,3,1,1,At Risk
12814.0,102,1,85.92,2,1,1,At Risk
12815.0,148,2,863.46,2,2,3,At Risk
12816.0,96,2,452.20000000000005,2,2,2,At Risk
12817.0,282,1,126.03999999999999,1,1,1,Lost
12818.0,262,1,387.2,1,1,2,Lost
12820.0,4,4,942.34,5,4,4,Loyal Customers
12821.0,215,1,92.72,1,1,1,Lost
12822.0,71,2,948.88,3,2,4,At Risk
12823.0,75,5,1759.5,2,4,4,At Risk
12824.0,60,1,397.12,3,1,2,At Risk
12826.0,3,7,1474.72,5,5,4,Champions
12827.0,6,3,430.15000000000003,5,3,2,Potential Loyalists
12828.0,3,6,1018.71,5,5,4,Champions
12829.0,338,2,245.0,1,2,2,At Risk
12830.0,92,4,1509.1200000000001,2,4,4,At Risk
12831.0,263,1,215.05,1,1,1,Lost
12832.0,33,2,383.03,3,2,2,At Risk
12833.0,146,1,417.38,2,1,2,At Risk
12834.0,283,1,312.38,1,1,2,Lost
12836.0,60,4,2610.36,3,4,5,Loyal Customers
12837.0,174,1,134.1,2,1,1,At Risk
12838.0,34,2,671.95,3,2,3,At Risk
12839.0,3,14,5591.42,5,5,5,Champions
12840.0,144,4,2726.77,2,4,5,At Risk
12841.0,5,25,3991.58,5,5,5,Champions
12842.0,71,2,1118.99,3,2,4,At Risk
12843.0,66,8,1702.26,3,5,4,Loyal Customers
12844.0,30,2,325.96000000000004,4,2,2,At Risk
12845.0,268,3,145.29000000000002,1,3,1,At Risk
12847.0,23,1,843.64,4,1,3,Potential Loyalists
12849.0,32,2,992.65,4,2,4,Potential Loyalists
12851.0,97,1,131.81,2,1,1,At Risk
12852.0,296,1,311.55,1,1,2,Lost
12853.0,135,6,1957.1000000000001,2,5,5,At Risk
12854.0,79,3,1316.25,2,3,4,At Risk
12855.0,374,1,38.1,1,1,1,Lost
12856.0,8,6,2170.78,5,5,5,Champions
12857.0,211,2,1106.4,1,2,4,At Risk
12863.0,53,1,449.2,3,1,2,At Risk
12864.0,139,1,27.599999999999998,2,1,1,At Risk
12865.0,27,2,1568.23,4,2,4,Potential Loyalists
12866.0,284,1,499.12,1,1,3,Lost
12867.0,27,7,4009.34,4,5,5,Loyal Customers
12868.0,186,6,1607.0600000000002,1,5,4,At Risk
12871.0,85,2,380.64,2,2,2,At Risk
12872.0,328,2,599.97,1,2,3,At Risk
12873.0,283,1,374.0,1,1,2,Lost
12876.0,58,2,2053.02,3,2,5,At Risk
12877.0,4,12,1535.77,5,5,4,Champions
12878.0,237,2,854.99,1,2,3,At Risk
12879.0,45,3,573.22,3,3,3,At Risk
12881.0,276,1,298.0,1,1,2,Lost
12882.0,10,2,1463.04,5,2,4,Potential Loyalists
12883.0,25,4,703.47,4,4,3,Loyal Customers
12884.0,89,1,309.05,2,1,2,At Risk
12885.0,64,3,1175.22,3,3,4,At Risk
12886.0,68,2,1378.4,3,2,4,At Risk
12888.0,215,2,354.12,1,2,2,At Risk
12890.0,25,1,376.71999999999997,4,1,2,At Risk
12893.0,31,1,176.55,4,1,1,At Risk
12895.0,43,2,372.8,3,2,2,At Risk
12897.0,205,2,216.5,1,2,1,At Risk
12901.0,11,16,3064.92,5,5,5,Champions
12902.0,265,1,138.68,1,1,1,Lost
12904.0,19,2,496.06,4,2,3,Potential Loyalists
12906.0,12,5,2784.13,5,4,5,Loyal Customers
12909.0,40,5,2178.67,3,4,5,Loyal Customers
12910.0,24,8,3075.04,4,5,5,Loyal Customers
12912.0,3,5,1662.3,5,4,4,Loyal Customers
12913.0,5,5,2483.63,5,4,5,Loyal Customers
12915.0,149,2,363.65,2,2,2,At Risk
12916.0,139,4,2944.95,2,4,5,At Risk
12917.0,129,1,594.0,2,1,3,At Risk
12919.0,9,6,1335.19,5,5,4,Champions
12920.0,18,1,162.78,4,1,1,At Risk
12921.0,10,37,16587.09,5,5,5,Champions
12922.0,162,1,405.38,2,1,2,At Risk
12923.0,65,1,171.57,3,1,1,At Risk
12924.0,89,4,773.11,2,4,3,At Risk
12925.0,5,2,694.05,5,2,3,Potential Loyalists
12928.0,36,5,2028.14,3,4,5,Loyal Customers
12929.0,313,1,117.85,1,1,1,Lost
12930.0,79,2,415.8,2,2,2,At Risk
12931.0,68,7,1874.22,3,5,4,Loyal Customers
12933.0,25,3,603.53,4,3,3,Potential Loyalists
12935.0,3,7,2160.7,5,5,5,Champions
12936.0,18,4,1063.9,4,4,4,Loyal Customers
12937.0,16,4,1504.27,4,4,4,Loyal Customers
12938.0,26,1,114.14,4,1,1,At Risk
12939.0,65,8,5189.52,3,5,5,Loyal Customers
12940.0,55,2,899.69,3,2,4,At Risk
12942.0,132,3,675.6,2,3,3,At Risk
12944.0,36,2,604.51,3,2,3,At Risk
12945.0,290,1,462.95,1,1,3,Lost
12947.0,144,6,1603.99,2,5,4,At Risk
12948.0,17,7,2064.95,4,5,5,Loyal Customers
12949.0,31,8,4167.22,4,5,5,Loyal Customers
12950.0,9,2,409.0,5,2,2,Recent Customers
12951.0,9,6,1064.07,5,5,4,Champions
12952.0,6,4,1387.79,5,4,4,Loyal Customers
12953.0,10,1,329.85,5,1,2,Recent Customers
12955.0,2,11,4757.16,5,5,5,Champions
12956.0,308,1,108.07,1,1,1,Lost
12957.0,10,8,4017.54,5,5,5,Champions
12962.0,8,2,266.39,5,2,2,Recent Customers
12963.0,9,8,1856.63,5,5,4,Champions
12965.0,90,1,769.8100000000001,2,1,3,At Risk
12966.0,10,1,160.18,5,1,1,Recent Customers
12967.0,360,2,1660.9,1,2,4,At Risk
12968.0,113,1,135.95,2,1,1,At Risk
12970.0,8,4,405.47,5,4,2,Loyal Customers
12971.0,4,85,9845.59,5,5,5,Champions
12974.0,198,1,144.8,1,1,1,Lost
12976.0,212,1,303.6,1,1,2,Lost
12977.0,157,1,39.239999999999995,2,1,1,At Risk
12980.0,158,9,6398.58,2,5,5,At Risk
12981.0,30,2,372.21999999999997,4,2,2,At Risk
12982.0,243,1,390.54,1,1,2,Lost
12984.0,19,1,97.5,4,1,1,At Risk
12985.0,1,2,1182.38,5,2,4,Potential Loyalists
12987.0,74,2,558.7,2,2,3,At Risk
12988.0,294,1,505.82,1,1,3,Lost
12989.0,4,14,4731.71,5,5,5,Champions
12990.0,32,3,409.5,4,3,2,Potential Loyalists
12991.0,24,2,503.76,4,2,3,Potential Loyalists
12993.0,24,4,414.76,4,4,2,Loyal Customers
12994.0,5,3,974.4200000000001,5,3,4,Potential Loyalists
12995.0,86,1,211.32,2,1,1,At Risk
12997.0,23,4,1226.89,4,4,4,Loyal Customers
12999.0,197,3,455.88,1,3,3,At Risk
13000.0,107,3,534.85,2,3,3,At Risk
13001.0,5,13,8278.85,5,5,5,Champions
13002.0,320,1,120.94999999999999,1,1,1,Lost
13003.0,106,3,149.05,2,3,1,At Risk
13004.0,12,18,5655.91,5,5,5,Champions
13005.0,174,2,513.7,2,2,3,At Risk
13006.0,57,1,81.57,3,1,1,At Risk
13008.0,325,1,229.46999999999997,1,1,1,Lost
13011.0,374,1,50.550000000000004,1,1,1,Lost
13012.0,10,8,1646.8400000000001,5,5,4,Champions
13013.0,2,13,4810.9400000000005,5,5,5,Champions
13014.0,11,10,3466.2799999999997,5,5,5,Champions
13015.0,54,5,3339.64,3,4,5,Loyal Customers
13016.0,74,3,789.89,2,3,3,At Risk
13017.0,8,1,204.0,5,1,1,Recent Customers
13018.0,17,28,7277.7,4,5,5,Loyal Customers
13021.0,5,9,2616.38,5,5,5,Champions
13023.0,65,2,599.9,3,2,3,At Risk
13026.0,2,4,674.28,5,4,3,Loyal Customers
13028.0,23,2,661.3199999999999,4,2,3,Potential Loyalists
13029.0,31,3,1247.5,4,3,4,Potential Loyalists
13030.0,12,2,752.4399999999999,5,2,3,Potential Loyalists
13032.0,53,2,1010.18,3,2,4,At Risk
13033.0,359,1,190.55,1,1,1,Lost
13034.0,55,2,642.77,3,2,3,At Risk
13035.0,74,2,921.88,2,2,4,At Risk
13037.0,139,3,881.07,2,3,4,At Risk
13038.0,81,3,908.46,2,3,4,At Risk
13040.0,9,2,676.99,5,2,3,Potential Loyalists
13043.0,274,1,516.42,1,1,3,Lost
13044.0,293,1,560.47,1,1,3,Lost
13045.0,100,1,305.28000000000003,2,1,2,At Risk
13046.0,31,2,629.31,4,2,3,Potential Loyalists
13047.0,57,9,3232.59,3,5,5,Loyal Customers
13048.0,15,4,1819.41,4,4,4,Loyal Customers
13049.0,65,2,656.6800000000001,3,2,3,At Risk
13050.0,15,17,5833.11,4,5,5,Loyal Customers
13052.0,213,1,348.15000000000003,1,1,2,Lost
13055.0,79,3,1214.41,2,3,4,At Risk
13058.0,25,3,271.40000000000003,4,3,2,Potential Loyalists
13059.0,250,1,183.4,1,1,1,Lost
13060.0,254,1,307.53,1,1,2,Lost
13061.0,73,1,248.61,2,1,2,At Risk
13062.0,192,1,286.5,1,1,2,Lost
